,ID,Text,Sentiment (Label),Timestamp,User,Source,Topic,Retweets,Likes,Country,Year,Month,Day,Hour,new_sentiment,new_text,Topic1,Topic2
107,110, Pride in accomplishing personal and professional goals.  , Pride        ,3/3/2023 14:30, GoalAchiever    , Instagram ,Pride  Accomplishments                     ,12,25, Canada ,2023,3,3,14,Positive,"['pride', 'accomplishing', 'personal', 'professional', 'goal']",Pride, Accomplishments                     
108,111, Shame for not being true to my values in a difficult situation., Shame ,3/3/2023 12:00, ReflectiveSelf3 , Twitter  ,Shame  Integrity                           ,15,30, UK        ,2023,3,3,12,Negative,"['shame', 'true', 'value', 'difficult', 'situation']",Shame, Integrity                           
109,112," Revisiting old memories, feeling a sense of elation. ", Elation       ,5/15/2010 15:30, NostalgiaFan    , Twitter  ,Elation  Memories                             ,20,40, Canada    ,2010,5,15,15,Positive,"['revisiting', 'old', 'memory', 'feeling', 'sense', 'elation']",Elation, Memories                             
110,113, The victory of our team brought euphoria to the city. , Euphoria      ,8/10/2021 21:15, SportsFanatic   , Instagram ,Euphoria  Victory                             ,15,30, USA      ,2021,8,10,21,Positive,"['victory', 'team', 'brought', 'euphoria', 'city']",Euphoria, Victory                             
111,114," Embracing the beauty of nature, a moment of contentment. ", Contentment   ,6/20/2011 14:45, NatureLover2    , Facebook ,Contentment  Nature                           ,25,50, India       ,2011,6,20,14,Positive,"['embracing', 'beauty', 'nature', 'moment', 'contentment']",Contentment, Nature                           
112,115," Meditating by the serene lake, finding inner peace.   ", Serenity      ,2/12/2022 18:20, ZenMaster2      , Twitter  ,Serenity  Meditation                          ,18,35, UK          ,2022,2,12,18,Neutral,"['meditating', 'serene', 'lake', 'finding', 'inner', 'peace']",Serenity, Meditation                          
113,116, Overflowing with gratitude for life's blessings.      , Gratitude     ,11/25/2012 10:00, ThankfulHeart   , Instagram ,Gratitude  Blessed                            ,30,60, Australia   ,2012,11,25,10,Positive,"['overflowing', 'gratitude', 'life', 'blessing']",Gratitude, Blessed                            
114,117," Hopeful for a brighter tomorrow, despite challenges.  ", Hope          ,4/5/2013 19:30, OptimisticSoul  , Facebook ,Hope  Optimism                                ,22,45, USA      ,2013,4,5,19,Positive,"['hopeful', 'brighter', 'tomorrow', 'despite', 'challenge']",Hope, Optimism                                
115,118, Empowered to make a difference in my community.        , Empowerment   ,9/14/2014 8:30, CommunityLeader , Twitter  ,Empowerment  Community                        ,15,30, UK       ,2014,9,14,8,Neutral,"['empowered', 'make', 'difference', 'community']",Empowerment, Community                        
116,119, Compassion in action: supporting a local charity event. , Compassion    ,7/18/2015 14:20, CharitySupporter, Instagram ,Compassion  CharityEvent                   ,18,35, Canada ,2015,7,18,14,Positive,"['compassion', 'action', 'supporting', 'local', 'charity', 'event']",Compassion, CharityEvent                   
117,120," A moment of tenderness, connecting with loved ones.    ", Tenderness    ,2/23/2016 19:45, LovingHeart     , Facebook ,Tenderness  FamilyTime                       ,25,50, UK          ,2016,2,23,19,Positive,"['moment', 'tenderness', 'connecting', 'loved', 'one']",Tenderness, FamilyTime                       
118,121, Arousal of excitement as I await a special announcement., Arousal       ,10/30/2017 11:30, ExcitementFan   , Twitter  ,Arousal  Excitement                           ,20,40, Australia ,2017,10,30,11,Neutral,"['arousal', 'excitement', 'await', 'special', 'announcement']",Arousal, Excitement                           
119,122, Enthusiastically diving into a new project.            , Enthusiasm    ,6/15/2018 16:00, ProjectEnthusiast, Instagram ,Enthusiasm  NewProject                       ,15,30, USA  ,2018,6,15,16,Positive,"['enthusiastically', 'diving', 'new', 'project']",Enthusiasm, NewProject                       
120,123, Feeling a sense of fulfillment after reaching a milestone., Fulfillment  ,3/28/2019 18:20, MilestoneAchiever, Facebook ,Fulfillment  Milestone                       ,22,45, India     ,2019,3,28,18,Neutral,"['feeling', 'sense', 'fulfillment', 'reaching', 'milestone']",Fulfillment, Milestone                       
121,124, Reverence for the beauty of a historic landmark.       , Reverence     ,11/11/2019 15:00, HistoryLover    , Twitter  ,Reverence  History                           ,18,35, UK      ,2019,11,11,15,Neutral,"['reverence', 'beauty', 'historic', 'landmark']",Reverence, History                           
122,125, Elation after a surprise reunion with old friends.    , Elation       ,4/2/2020 9:30, JoyfulReunion2  , Instagram ,Elation  OldFriends                          ,25,50, Canada      ,2020,4,2,9,Positive,"['elation', 'surprise', 'reunion', 'old', 'friend']",Elation, OldFriends                          
123,126, The euphoria of a live music concert under the stars.  , Euphoria      ,6/19/2021 14:45, MusicEnthusiast , Facebook ,Euphoria  LiveMusic                          ,15,30, USA ,2021,6,19,14,Positive,"['euphoria', 'live', 'music', 'concert', 'star']",Euphoria, LiveMusic                          
124,127, Contentment in the simplicity of a quiet Sunday.       , Contentment   ,8/15/2010 10:00, SimpleJoys      , Twitter  ,Contentment  SundayMood                      ,30,60, Australia ,2010,8,15,10,Positive,"['contentment', 'simplicity', 'quiet', 'sunday']",Contentment, SundayMood                      
125,128, Serenity found in the pages of a favorite book.        , Serenity      ,9/22/2011 19:30, BookLover3      , Instagram ,Serenity  BookTime                           ,22,45, UK          ,2011,9,22,19,Neutral,"['serenity', 'found', 'page', 'favorite', 'book']",Serenity, BookTime                           
126,129, Gratitude for the support received during tough times. , Gratitude     ,3/10/2012 8:30, SupportiveFriend, Facebook ,Gratitude  Supportive                        ,15,30, India     ,2012,3,10,8,Positive,"['gratitude', 'support', 'received', 'tough', 'time']",Gratitude, Supportive                        
127,130, Hopeful about the possibilities of a new journey.      , Hope          ,12/5/2013 16:00, JourneyOptimist , Twitter  ,Hope  NewBeginnings                          ,18,35, Canada    ,2013,12,5,16,Positive,"['hopeful', 'possibility', 'new', 'journey']",Hope, NewBeginnings                          
128,131, Empowerment through learning and personal growth.      , Empowerment   ,7/20/2014 11:30, GrowthSeeker    , Instagram ,Empowerment  PersonalGrowth                  ,25,50,USA,2014,7,20,11,Neutral,"['empowerment', 'learning', 'personal', 'growth']",Empowerment, PersonalGrowth                  
129,132, Compassion towards those in need during the holidays.  , Compassion    ,12/22/2015 14:20, HolidayHelper   , Facebook ,Compassion  HolidaySupport                   ,18,35, USA      ,2015,12,22,14,Positive,"['compassion', 'towards', 'need', 'holiday']",Compassion, HolidaySupport                   
130,133, Tenderness in the warmth of a cozy winter evening.     , Tenderness    ,2/10/2016 19:45, WinterWarmth    , Twitter  ,Tenderness  CozyEvening                     ,25,50, UK       ,2016,2,10,19,Positive,"['tenderness', 'warmth', 'cozy', 'winter', 'evening']",Tenderness, CozyEvening                     
131,134, Arousal of excitement for an upcoming adventure.       , Arousal       ,4/30/2017 11:30, AdventureAwaits , Instagram ,Arousal  AdventureTime                       ,20,40, Australia ,2017,4,30,11,Neutral,"['arousal', 'excitement', 'upcoming', 'adventure']",Arousal, AdventureTime                       
132,135, Enthusiasm for a creative project in the making.       , Enthusiasm    ,9/15/2018 16:00, CreativeSpirit  , Facebook ,Enthusiasm  Creativity                       ,15,30, Canada    ,2018,9,15,16,Positive,"['enthusiasm', 'creative', 'project', 'making']",Enthusiasm, Creativity                       
133,136, Fulfillment in completing a challenging workout routine., Fulfillment  ,6/28/2019 18:20, FitnessAchiever , Twitter  ,Fulfillment  FitnessGoals                   ,22,45, India     ,2019,6,28,18,Neutral,"['fulfillment', 'completing', 'challenging', 'workout', 'routine']",Fulfillment, FitnessGoals                   
134,137, Reverence for the artistry displayed in a museum.      , Reverence     ,11/11/2020 15:00, ArtAppreciator  , Instagram ,Reverence  ArtAppreciation                  ,18,35, UK        ,2020,11,11,15,Neutral,"['reverence', 'artistry', 'displayed', 'museum']",Reverence, ArtAppreciation                  
135,138, Elation after achieving a personal goal.               , Elation       ,3/2/2021 9:30, GoalAchiever2   , Facebook ,Elation  PersonalAchievement                ,25,50, USA      ,2021,3,2,9,Positive,"['elation', 'achieving', 'personal', 'goal']",Elation, PersonalAchievement                
136,139, Elation over discovering a hidden gem in the city.   , Elation       ,2/18/2012 14:30, UrbanExplorer2  , Twitter  ,Elation  HiddenGem                            ,20,40, USA      ,2012,2,18,14,Positive,"['elation', 'discovering', 'hidden', 'gem', 'city']",Elation, HiddenGem                            
137,140, The euphoria of a surprise birthday celebration.     , Euphoria      ,11/5/2018 21:45, BirthdayJoy     , Instagram ,Euphoria  BirthdaySurprise                   ,15,30, UK   ,2018,11,5,21,Positive,"['euphoria', 'surprise', 'birthday', 'celebration']",Euphoria, BirthdaySurprise                   
138,141, Contentment in the simplicity of a home-cooked meal. , Contentment   ,9/12/2015 13:20, HomeChef        , Facebook ,Contentment  HomeCooking                     ,25,50, India    ,2015,9,12,13,Positive,"['contentment', 'simplicity', 'homecooked', 'meal']",Contentment, HomeCooking                     
139,142, Serenity found in the melody of a peaceful piano.    , Serenity      ,7/30/2016 18:10, MusicLover4     , Twitter  ,Serenity  PeacefulMelody                    ,18,35, Canada      ,2016,7,30,18,Neutral,"['serenity', 'found', 'melody', 'peaceful', 'piano']",Serenity, PeacefulMelody                    
140,143, Gratitude for the supportive community around me.    , Gratitude     ,4/20/2013 10:30, CommunityLove   , Instagram ,Gratitude  CommunitySupport                   ,30,60, USA ,2013,4,20,10,Positive,"['gratitude', 'supportive', 'community', 'around']",Gratitude, CommunitySupport                   
141,144, Hopeful about the prospects of a new business venture., Hope          ,12/8/2017 19:15, EntrepreneurHope, Facebook ,Hope  BusinessVenture                        ,22,45, Canada    ,2017,12,8,19,Positive,"['hopeful', 'prospect', 'new', 'business', 'venture']",Hope, BusinessVenture                        
142,145, Empowerment through mentoring and guiding others.    , Empowerment   ,6/3/2014 8:20, MentorEmpower   , Twitter  ,Empowerment  Mentorship                      ,15,30, UK       ,2014,6,3,8,Neutral,"['empowerment', 'mentoring', 'guiding', 'others']",Empowerment, Mentorship                      
143,146, Compassion shown through acts of kindness in the community., Compassion,1/15/2019 14:50, KindnessInAction, Instagram ,Compassion  CommunityKindness               ,18,35, Australia ,2019,1,15,14,Positive,"['compassion', 'shown', 'act', 'kindness', 'community']",Compassion, CommunityKindness               
144,147, Tenderness in a heartfelt message to a loved one.    , Tenderness    ,12/25/2016 19:30, LoveExpress     , Facebook ,Tenderness  LoveNote                         ,25,50, UK          ,2016,12,25,19,Positive,"['tenderness', 'heartfelt', 'message', 'loved', 'one']",Tenderness, LoveNote                         
145,148, Arousal of excitement before a much-awaited trip.    , Arousal       ,3/10/2018 9:45, TravelExcitement, Twitter  ,Arousal  TravelAdventure                     ,20,40, India    ,2018,3,10,9,Neutral,"['arousal', 'excitement', 'muchawaited', 'trip']",Arousal, TravelAdventure                     
146,149, Enthusiasm for a new artistic project in the works.  , Enthusiasm    ,9/17/2020 16:30, ArtisticSpirit  , Instagram ,Enthusiasm  ArtisticProject                 ,15,30, USA       ,2020,9,17,16,Positive,"['enthusiasm', 'new', 'artistic', 'project', 'work']",Enthusiasm, ArtisticProject                 
147,150, Feeling a sense of fulfillment after helping others. , Fulfillment   ,8/28/2011 18:45, HelperHeart     , Facebook ,Fulfillment  HelpingOthers                  ,22,45, Canada    ,2011,8,28,18,Neutral,"['feeling', 'sense', 'fulfillment', 'helping', 'others']",Fulfillment, HelpingOthers                  
148,151, Reverence for the historical significance of a landmark., Reverence ,11/1/2017 15:30, HistoryBuff     , Twitter  ,Reverence  HistoricalSite                   ,18,35, Australia ,2017,11,1,15,Neutral,"['reverence', 'historical', 'significance', 'landmark']",Reverence, HistoricalSite                   
149,152, Elation after achieving a fitness milestone.         , Elation       ,6/15/2019 10:00, FitnessAchiever2, Instagram ,Elation  FitnessMilestone                   ,25,50, UK           ,2019,6,15,10,Positive,"['elation', 'achieving', 'fitness', 'milestone']",Elation, FitnessMilestone                   
